"No.","Time","Source","Destination","Protocol","Length","Info"
"31350","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31351","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31352","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31353","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31354","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31355","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31356","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31357","252.382876","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31358","252.383131","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31359","252.383131","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31360","252.383131","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31361","252.383672","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31362","252.383672","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31363","252.383672","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31364","252.383672","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31365","252.384003","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31366","252.384294","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31367","252.386225","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31368","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31369","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31370","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31371","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31372","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31373","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31374","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31375","252.388204","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31376","252.389771","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31377","252.389771","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31378","252.389771","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31379","252.389771","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31380","252.389923","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31381","252.390363","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31382","252.390363","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31383","252.390363","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31384","252.390363","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31385","252.390363","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31386","252.390762","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31387","252.390762","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31388","252.390762","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31389","252.390907","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31390","252.392434","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31391","252.392569","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31392","252.392569","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31393","252.393110","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31394","252.393110","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31395","252.393110","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31396","252.393110","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31397","252.393718","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31398","252.393718","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31399","252.393718","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31400","252.393718","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31401","252.393718","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31402","252.393863","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31403","252.394417","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31404","252.394417","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31405","252.394417","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31406","252.394417","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31407","252.394417","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31408","252.394417","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31409","252.394640","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31410","252.395134","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31411","252.395134","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31412","252.395134","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31413","252.395134","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31414","252.395134","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31415","252.395134","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31416","252.397235","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31417","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31418","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31419","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31420","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31421","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31422","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31423","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31424","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31425","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31426","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31427","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31428","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31429","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31430","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31431","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31432","252.399414","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31433","252.399827","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31434","252.399827","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31435","252.399827","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31436","252.399827","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31437","252.399841","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31438","252.400071","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31439","252.400246","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31440","252.400246","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31441","252.400246","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31442","252.400593","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31443","252.400593","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31444","252.402226","192.168.100.5","66.96.224.76","QUIC","76","Protected Payload (KP0), DCID=6aeb758559720d74"
"31445","252.404731","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31446","252.404731","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31447","252.404731","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31448","252.404731","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31449","252.404731","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31450","252.405122","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31451","252.405122","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31452","252.405122","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31453","252.405768","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31454","252.406035","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31455","252.406147","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31456","252.406147","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31457","252.406595","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31458","252.406595","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31459","252.406595","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31460","252.406943","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31461","252.406943","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31462","252.407797","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31463","252.407797","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31464","252.408074","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31465","252.408342","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31466","252.408342","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31467","252.408342","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31468","252.408342","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31469","252.408951","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31470","252.408951","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31471","252.408951","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31472","252.408951","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31473","252.408951","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31474","252.409151","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31475","252.409166","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31476","252.409923","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31477","252.410314","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31478","252.410314","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31479","252.410314","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31480","252.410464","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31481","252.410839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31482","252.410839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31483","252.410839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31484","252.410839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31485","252.411382","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31486","252.411382","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31487","252.411382","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31488","252.411382","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31489","252.411572","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31490","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31491","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31492","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31493","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31494","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31495","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31496","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31497","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31498","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31499","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31500","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31501","252.414104","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31502","252.414543","192.168.100.5","66.96.224.76","QUIC","80","Protected Payload (KP0), DCID=6aeb758559720d74"
"31503","252.414945","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31504","252.414945","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31505","252.415384","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31506","252.415384","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31507","252.415384","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31508","252.415709","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31509","252.415893","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31510","252.415893","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31511","252.415893","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31512","252.415893","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31513","252.416331","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31514","252.416331","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31515","252.416331","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31516","252.416676","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31517","252.416676","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31518","252.417128","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31519","252.417128","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31520","252.417128","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31521","252.417207","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31522","252.417574","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31523","252.417574","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31524","252.417574","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31525","252.418640","192.168.100.5","142.251.12.190","QUIC","1285","Protected Payload (KP0), DCID=9e369440527f1d43"
"31526","252.418765","192.168.100.5","142.251.12.190","QUIC","1292","Protected Payload (KP0), DCID=9e369440527f1d43"
"31527","252.418839","192.168.100.5","142.251.12.190","QUIC","262","Protected Payload (KP0), DCID=9e369440527f1d43"
"31528","252.418945","192.168.100.5","66.96.224.76","QUIC","76","Protected Payload (KP0), DCID=6aeb758559720d74"
"31529","252.420675","192.168.100.5","142.251.12.190","QUIC","828","Protected Payload (KP0), DCID=9e369440527f1d43"
"31530","252.421261","192.168.100.5","66.96.224.76","QUIC","76","Protected Payload (KP0), DCID=6aeb758559720d74"
"31531","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31532","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31533","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31534","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31535","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31536","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31537","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31538","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31539","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31540","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31541","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31542","252.421305","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31543","252.422009","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31544","252.422009","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31545","252.422009","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31546","252.422009","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31547","252.422009","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31548","252.422009","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31549","252.422009","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31550","252.422449","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31551","252.422583","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31552","252.422583","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31553","252.422583","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31554","252.422583","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31555","252.422583","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31556","252.422836","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31557","252.423274","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31558","252.423274","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31559","252.423274","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31560","252.423274","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31561","252.423274","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31562","252.423274","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31563","252.423945","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31564","252.423952","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31565","252.423952","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31566","252.423952","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31567","252.423952","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31568","252.423952","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31569","252.423952","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31570","252.424972","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31571","252.424972","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31572","252.424972","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31573","252.424972","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31574","252.425255","192.168.100.5","142.251.12.190","QUIC","798","Protected Payload (KP0), DCID=9e369440527f1d43"
"31575","252.425487","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31576","252.425588","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31577","252.425588","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31578","252.425588","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31579","252.425588","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31580","252.425588","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31581","252.426017","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31582","252.426017","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31583","252.426017","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31584","252.426217","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31585","252.426536","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31586","252.426536","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31587","252.426536","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31588","252.426536","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31589","252.427042","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31590","252.427042","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31591","252.427042","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31592","252.427042","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31593","252.427379","192.168.100.5","66.96.224.76","QUIC","75","Protected Payload (KP0), DCID=6aeb758559720d74"
"31594","252.431563","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31595","252.431563","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31596","252.431563","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31597","252.431563","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31598","252.431563","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31599","252.431563","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31600","252.431932","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31601","252.431932","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31602","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31603","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31604","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31605","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31606","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31607","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31608","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31609","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31610","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31611","252.433105","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31612","252.433297","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31613","252.433671","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31614","252.433671","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31615","252.434225","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31616","252.434225","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31617","252.434225","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31618","252.434225","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31619","252.434848","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31620","252.434848","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31621","252.434848","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31622","252.434848","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31623","252.434848","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31624","252.435452","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31625","252.435452","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31626","252.435452","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31627","252.435452","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31628","252.435452","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31629","252.435850","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31630","252.435850","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31631","252.435850","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31632","252.436294","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31633","252.436294","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31634","252.436294","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31635","252.436839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31636","252.436839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31637","252.436839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31638","252.436839","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31639","252.437457","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31640","252.437457","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31641","252.437457","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31642","252.437457","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31643","252.437457","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"31644","252.437956","66.96.224.76","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
